depth,l2_leaf_reg,feature,importance
4,100,x38,0.9336225102689854
4,100,x39,0.6270783774727202
5,1,x00,3.5644853069669655
5,1,x01,1.9010045119388657
5,1,x02,1.2017577498271452
5,1,x03,4.265346151978999
5,1,x04,1.1674295538374209
5,1,x05,4.80101968299939
5,1,x06,3.0267635584654986
5,1,x07,3.0223760090343954
5,1,x08,1.3345878109602092
5,1,x09,2.066070887120592
5,1,x10,1.5537408860440938
5,1,x11,2.7822508376331174
5,1,x12,2.6626013524473127
5,1,x13,1.5406883192708254
5,1,x14,2.4129354200842723
5,1,x15,0.8445034835631066
5,1,x16,1.886383547382448
5,1,x17,2.7158816893804194
5,1,x18,5.13784063643117
5,1,x19,2.575587913064378
5,1,x20,2.3236353652685504
5,1,x21,3.0668351879427553
5,1,x22,2.2615097655868577
5,1,x23,1.0868775447610357
5,1,x24,4.2029252511916235
5,1,x25,2.371684860282087
5,1,x26,1.3089365062753744
5,1,x27,4.514549521830527
5,1,x28,2.1528657595837144
5,1,x29,1.6923267248088691
5,1,x30,2.92719884056709
5,1,x31,2.404095505062158
5,1,x32,2.056069161260797
5,1,x33,3.1029632777548026
5,1,x34,2.5806066846018583
5,1,x35,1.1369959376493446
5,1,x36,2.9036605776801636
5,1,x37,2.5496710264745475
5,1,x38,3.0510683193034986
5,1,x39,1.8422688736837394
5,3,x00,2.7165033654367674
5,3,x01,1.7005027752790034
5,3,x02,1.4889084272092739
5,3,x03,2.947022083827122
5,3,x04,1.3327251982180228
5,3,x05,6.6460196074205
5,3,x06,2.6918333694649585
5,3,x07,1.5657390103704352
5,3,x08,0.909192419681288
5,3,x09,2.404035556193013
5,3,x10,1.5149634911724266
5,3,x11,2.8769808078114796
5,3,x12,1.8625047353223902
5,3,x13,1.9383403168174829
5,3,x14,3.0316700601340187
5,3,x15,0.5415148398136883
5,3,x16,1.028396576604803
5,3,x17,3.467294177675433
5,3,x18,5.614206876288635
5,3,x19,3.3449171639833697
5,3,x20,1.5908506245696172
5,3,x21,3.430251543383443
5,3,x22,2.582232497754047
5,3,x23,0.5991885462535003
5,3,x24,4.299348161121232
5,3,x25,2.7520201894806826
5,3,x26,2.1001219536203464
5,3,x27,5.410998037753148
5,3,x28,1.762995613924234
5,3,x29,1.0239553298966146
5,3,x30,2.1536761365338495
5,3,x31,4.105050536221561
5,3,x32,2.083630281223244
5,3,x33,3.4461152236634325
5,3,x34,1.6759549500951934
5,3,x35,0.817222492633406
5,3,x36,3.0562662034979904
5,3,x37,2.3762421573720376
5,3,x38,2.472560144608626
5,3,x39,2.6380485176696555
5,10,x00,3.499062449056129
5,10,x01,1.3308512780168635
5,10,x02,1.3894043304095154
5,10,x03,3.753717226589903
5,10,x04,0.830305682863154
5,10,x05,8.679782501744592
5,10,x06,3.514108608649348
5,10,x07,2.3931677356017107
5,10,x08,1.3999490621803703
5,10,x09,2.80429898345987
5,10,x10,1.652581373594363
5,10,x11,1.7490768698689991
5,10,x12,2.388783949695134
5,10,x13,1.9796889231603607
5,10,x14,2.651525043794226
5,10,x15,0.3850900657537352
5,10,x16,1.6119048802392453
5,10,x17,3.710652094135379
5,10,x18,6.336960358064663
5,10,x19,3.1743488802918973
5,10,x20,0.6471879993535473
5,10,x21,4.590286334075535
5,10,x22,2.2049663049351613
5,10,x23,0.36661069608110697
5,10,x24,3.378903004213787
5,10,x25,2.5711809199532243
5,10,x26,1.7300053703771001
5,10,x27,3.6078595528028874
5,10,x28,1.9299857285260276
5,10,x29,0.5060872695932668
5,10,x30,2.8952922221440263
5,10,x31,3.136018353461958
5,10,x32,1.9890870185727823
5,10,x33,3.891945813797617
5,10,x34,1.9813357496908628
5,10,x35,0.6279896128695098
5,10,x36,2.4695836332823142
5,10,x37,2.28475105546345
5,10,x38,2.6529820777607145
5,10,x39,1.302680985875645
5,30,x00,3.21922018993258
5,30,x01,1.052333168373049
5,30,x02,1.4961759808519755
5,30,x03,3.4232077825951652
5,30,x04,1.5574188003424512
5,30,x05,9.161050966088652
5,30,x06,3.9467150098182784
5,30,x07,3.323233527064202
5,30,x08,1.1025609527093807
5,30,x09,3.861328185223871
5,30,x10,1.3155848956551657
5,30,x11,1.5809581972333147
5,30,x12,2.1457881628359856
5,30,x13,2.199862021150284
5,30,x14,2.134338378844327
5,30,x15,0.7410991191394173
5,30,x16,1.5394907262477513
5,30,x17,2.9611094596580854
5,30,x18,7.25455755073602
5,30,x19,3.3899108148508397
5,30,x20,0.8476911628014322
5,30,x21,3.4066287847899264
5,30,x22,3.3622856765065294
5,30,x23,1.0945734750345086
5,30,x24,2.3078302801044686
5,30,x25,3.122287870858858
5,30,x26,0.960755170677002
5,30,x27,3.900193423364365
5,30,x28,3.4162622086593206
5,30,x29,0.5480739678140615
5,30,x30,2.0759978030591406
5,30,x31,2.800292014041887
5,30,x32,2.161030464727805
5,30,x33,3.238715271771742
5,30,x34,1.5785593872663457
5,30,x35,0.6659196724488609
5,30,x36,1.7240556272715577
5,30,x37,2.030735384062965
5,30,x38,2.527111248280166
5,30,x39,0.8250572171082655
5,100,x00,4.568454880960355
5,100,x01,1.2614973486443548
5,100,x02,2.9418073364015545
5,100,x03,2.818120647012677
5,100,x04,2.894932701186315
5,100,x05,7.541173998317055
5,100,x06,2.379292981920406
5,100,x07,4.284292975300462
5,100,x08,1.3693805785811617
5,100,x09,4.578083052539202
5,100,x10,1.307975490251338
5,100,x11,1.5224032055023644
5,100,x12,3.2782511097395166
5,100,x13,2.4176302111705263
5,100,x14,2.680692528304712
5,100,x15,0.7776354508573855
5,100,x16,1.2458363036747588
5,100,x17,1.9769843551644437
5,100,x18,5.730097521634003
5,100,x19,3.5126245337521094
5,100,x20,1.2504479756124056
5,100,x21,2.5887196806351613
5,100,x22,2.9638311603078837
5,100,x23,1.5876413410009256
5,100,x24,1.2857290952102869
5,100,x25,1.3420360353170602
5,100,x26,1.5750440119695883
5,100,x27,3.6512342908078126
5,100,x28,1.635575415734654
5,100,x29,0.827799732415801
5,100,x30,3.0789467873918586
5,100,x31,3.823266828771356
5,100,x32,1.5477964046658477
5,100,x33,4.340053183895323
5,100,x34,1.762399680366555
5,100,x35,1.110138912521789
5,100,x36,0.8067350780873335
5,100,x37,3.2537344455450476
5,100,x38,1.4743241257019823
5,100,x39,1.0073786031266132
6,1,x00,3.2688821108073545
6,1,x01,2.0117341981429213
6,1,x02,1.4675249855574661
6,1,x03,4.331867846618115
6,1,x04,1.0779108046265569
6,1,x05,4.819155797271357
6,1,x06,2.2937088395127336
6,1,x07,2.838404528174038
6,1,x08,0.9999966283004988
6,1,x09,1.4971125173896276
6,1,x10,2.339788641519976
6,1,x11,2.0008787668847203
6,1,x12,2.2360403045873025
6,1,x13,2.7358500521163145
6,1,x14,1.8273238685236546
6,1,x15,1.3459647198395914
6,1,x16,1.2991254932865874
6,1,x17,3.772666344793473
6,1,x18,4.244865041239256
6,1,x19,4.346021769116327
6,1,x20,2.863436392311845
6,1,x21,3.6927613310445295
6,1,x22,2.216256398829393
6,1,x23,1.3104112821932494
6,1,x24,3.535081481607602
6,1,x25,2.794198849748791
6,1,x26,1.1870885987075164
6,1,x27,3.565783269945572
6,1,x28,2.587689903140119
6,1,x29,1.4503802524010294
6,1,x30,2.0072084451108867
6,1,x31,2.536674717939043
6,1,x32,2.5704312912680565
6,1,x33,2.328525541884921
6,1,x34,2.390668318752751
6,1,x35,1.724402695065837
6,1,x36,2.8243971185576
6,1,x37,1.9217917014323316
6,1,x38,2.869274537392188
6,1,x39,2.8687146143588844
6,3,x00,3.237146688030912
6,3,x01,2.0096159446298074
6,3,x02,1.8434091917582227
6,3,x03,3.9987702673127083
6,3,x04,1.0841213028561585
6,3,x05,5.899582280721247
6,3,x06,3.0038744776149082
6,3,x07,1.7390221015548177
6,3,x08,0.7843631268593089
6,3,x09,3.119565874756377
6,3,x10,2.6975878423468074
6,3,x11,2.447634745967198
6,3,x12,2.0810683086273287
6,3,x13,2.177629741581989
6,3,x14,2.058617614408629
6,3,x15,1.6835271626591026
6,3,x16,1.4713034532950462
6,3,x17,4.242324734668247
6,3,x18,3.919844314030456
6,3,x19,4.016650727680053
6,3,x20,2.1134054273080563
6,3,x21,4.594630724486395
6,3,x22,2.3803721743679285
6,3,x23,1.3685021252882634
6,3,x24,3.51249395837919
6,3,x25,3.073042415491838
6,3,x26,1.7609369712668845
6,3,x27,3.1462006319691103
6,3,x28,2.2639220568889127
6,3,x29,0.9393947016629136
6,3,x30,1.3890282702784316
6,3,x31,2.3911190489299585
6,3,x32,1.8149820688616771
6,3,x33,1.847502355535843
6,3,x34,2.3574365995731466
6,3,x35,2.0684960678030477
6,3,x36,2.56145804836369
6,3,x37,1.7076251251890047
6,3,x38,2.792884378649071
6,3,x39,2.4009069483473
6,10,x00,1.8855143965343801
6,10,x01,1.934679307946815
6,10,x02,1.6172255430154485
6,10,x03,3.0802612958665625
6,10,x04,0.9405027767319019
6,10,x05,9.372534110071273
6,10,x06,2.222558423246331
6,10,x07,2.0921484654115616
6,10,x08,1.0551127350393559
6,10,x09,2.4032644360346636
6,10,x10,3.099108278663637
6,10,x11,2.193689513547566
6,10,x12,2.813921280801341
6,10,x13,2.3384797975643186
6,10,x14,2.1577825688981163
6,10,x15,1.3171788248839909
6,10,x16,1.6169487609888062
6,10,x17,4.124330168280206
6,10,x18,5.0507312326289115
6,10,x19,2.772051436501503
6,10,x20,1.6850898539594439
6,10,x21,3.7160226467197197
6,10,x22,2.534312566674929
6,10,x23,1.5546923365106857
6,10,x24,4.009751771792674
6,10,x25,2.3845401037562652
6,10,x26,1.4083038216214747
6,10,x27,3.4440596196121516
6,10,x28,2.973249689100244
6,10,x29,0.8572000219626151
6,10,x30,2.647072230457825
6,10,x31,3.367426939594402
6,10,x32,2.0947108382820225
6,10,x33,1.6302153655882157
6,10,x34,1.7115171725571128
6,10,x35,2.27416026387193
6,10,x36,2.762135408370334
6,10,x37,1.5097782568317832
6,10,x38,1.593708981524729
6,10,x39,1.7540287585547407
6,30,x00,2.998138555106782
6,30,x01,1.729133944523052
6,30,x02,2.9276559682947614
6,30,x03,3.5244620805803146
6,30,x04,1.1896677453357387
6,30,x05,7.959208620677677
6,30,x06,3.0295521626044537
6,30,x07,2.0259975837910895
6,30,x08,1.5559798582670017
6,30,x09,3.610904826769245
6,30,x10,1.6855112846981437
6,30,x11,1.6934877994465205
6,30,x12,1.9678052206728531
6,30,x13,2.4155999281252307
6,30,x14,1.056276562555137
6,30,x15,1.001460081289023
6,30,x16,1.6599774011543036
6,30,x17,3.1979786556181935
6,30,x18,5.49109393614718
6,30,x19,3.1777625603237594
6,30,x20,1.6105255733640884
6,30,x21,3.0559230809013926
6,30,x22,2.3443129352292047
6,30,x23,1.9725871596055862
6,30,x24,3.783890084602089
6,30,x25,3.01986958874619
6,30,x26,2.414021801643455
6,30,x27,3.414976471954439
6,30,x28,3.420831265784571
6,30,x29,0.5516728441936068
6,30,x30,1.081026713344702
6,30,x31,3.805588409382812
6,30,x32,2.241631758415703
6,30,x33,1.8362468721826473
6,30,x34,1.589792858567334
6,30,x35,1.9051306297557526
6,30,x36,1.8153703434807336
6,30,x37,1.4525097569269834
6,30,x38,2.3576034173618927
6,30,x39,2.4288336585763526
6,100,x00,3.0132835425469473
6,100,x01,1.914430341006068
6,100,x02,3.4978037087215865
6,100,x03,3.2507926530315148
6,100,x04,2.1400541977218426
6,100,x05,6.774776734898369
6,100,x06,1.9081382078313118
6,100,x07,1.3673342629208545
6,100,x08,1.156770632450817
6,100,x09,3.7541776667066666
6,100,x10,2.927121278439554
6,100,x11,1.9613149549847373
6,100,x12,1.7743403447478325
6,100,x13,2.9044492880243427
6,100,x14,1.3065126211344542
6,100,x15,1.167335590121447
6,100,x16,1.5967305291504663
6,100,x17,2.8505104280352014
6,100,x18,4.824778758851521
6,100,x19,2.0652709617893903
6,100,x20,2.306575848888103
6,100,x21,1.8904839454469682
6,100,x22,3.041505901477905
6,100,x23,3.645631990309133
6,100,x24,3.1458190743892054
6,100,x25,3.7189237355910745
6,100,x26,1.454352164520774
6,100,x27,5.454735893886548
6,100,x28,2.8471580291759904
6,100,x29,0.8605539070250425
6,100,x30,2.6598600137412993
6,100,x31,2.5441279305542066
6,100,x32,2.1976760782022637
6,100,x33,1.806956462400945
6,100,x34,1.5602511916817186
6,100,x35,2.1094128057521098
6,100,x36,1.0432134658859689
6,100,x37,1.3411364777302905
6,100,x38,2.4913324524985514
6,100,x39,1.724365927726977
8,1,x00,3.1667367838040943
8,1,x01,1.925639572254206
8,1,x02,2.614112974936991
8,1,x03,3.5492405442213415
8,1,x04,2.1566188603103402
8,1,x05,4.043589284451525
8,1,x06,1.9166069925635842
8,1,x07,2.3247184306579403
8,1,x08,1.0665151880517416
8,1,x09,3.281428819490531
8,1,x10,2.541546333355341
8,1,x11,1.9006997274151318
8,1,x12,3.0977832414142292
8,1,x13,2.962210142571536
8,1,x14,2.923169472325162
8,1,x15,1.7204375854974407
8,1,x16,2.313504197089839
8,1,x17,3.5207909305181393
8,1,x18,3.565436128582986
8,1,x19,2.5558784213414123
8,1,x20,2.937214906521206
8,1,x21,3.602082405536604
8,1,x22,2.7980345038053676
8,1,x23,1.3819689900326984
8,1,x24,3.426332805733233
8,1,x25,2.622199325215137
8,1,x26,2.9720673249304506
8,1,x27,2.936323119922529
8,1,x28,2.612743150208191
8,1,x29,1.4703932680050285
8,1,x30,2.4928107348693596
8,1,x31,2.6732540674264578
8,1,x32,1.9621570453400952
8,1,x33,1.9808990460772897
8,1,x34,1.8011106677359257
8,1,x35,1.519807003426257
8,1,x36,2.5740864346842303
8,1,x37,1.5959945273731793
8,1,x38,1.529462797117762
8,1,x39,1.964394245185498
8,3,x00,2.5788840510271194
8,3,x01,2.199826094288772
8,3,x02,1.9633684672602716
8,3,x03,3.449274682676821
8,3,x04,1.5430828855288143
8,3,x05,4.774414553165031
8,3,x06,2.545019911436519
8,3,x07,2.3933884806180274
8,3,x08,1.0768223901003435
8,3,x09,2.906254533572962
8,3,x10,1.7305306456990621
8,3,x11,2.7273467881350544
8,3,x12,2.83548622365279
8,3,x13,2.1584746372013246
8,3,x14,3.0593583147989754
8,3,x15,1.5905463758539453
8,3,x16,2.087472166137506
8,3,x17,3.9405382857088944
8,3,x18,3.8665349640428524
8,3,x19,3.233956836911135
8,3,x20,2.0375671308193377
8,3,x21,3.2986760374938413
8,3,x22,2.6220226798430923
8,3,x23,1.3996349342454661
8,3,x24,3.949249676860076
8,3,x25,2.73459210799452
8,3,x26,2.6869490534214013
8,3,x27,3.019950816979591
8,3,x28,2.7295071917539797
8,3,x29,0.9223307759528907
8,3,x30,2.064390690724249
8,3,x31,3.119507786390062
8,3,x32,1.861388234097139
8,3,x33,2.578513739145618
8,3,x34,2.327384214773266
8,3,x35,1.6761655364855084
8,3,x36,3.3402277779991785
8,3,x37,1.808230269673314
8,3,x38,1.7617274577578388
8,3,x39,1.4014025997734014
8,10,x00,3.18480828396618
8,10,x01,1.8291809163427282
8,10,x02,2.7944301542840035
8,10,x03,3.1032828019716963
8,10,x04,1.451300232659894
8,10,x05,5.736853768170156
8,10,x06,2.4096972653046635
8,10,x07,2.8551657861042044
8,10,x08,1.6338963535503197
8,10,x09,3.7552999796299877
8,10,x10,1.4541019734394218
8,10,x11,1.7886054247221932
8,10,x12,2.5966422595434384
8,10,x13,1.8691668198979194
8,10,x14,2.7089586059582
8,10,x15,1.2170011388083353
8,10,x16,1.7578618083980948
8,10,x17,4.005563066358584
8,10,x18,3.8517472201569998
8,10,x19,3.219649736787994
8,10,x20,1.821563959675542
8,10,x21,3.1586052856240645
8,10,x22,2.1429473719415295
8,10,x23,1.7762691019167605
8,10,x24,3.998617541164293
8,10,x25,2.453067119689202
8,10,x26,2.101407374014423
8,10,x27,3.6937754238860463
8,10,x28,2.5420965963041944
8,10,x29,1.4213166235380383
8,10,x30,2.321689320098927
8,10,x31,3.0313493273725483
8,10,x32,1.9433002747056167
8,10,x33,2.1402992336663083
8,10,x34,2.2635263552368667
8,10,x35,1.6425558859147895
8,10,x36,2.340140617122753
8,10,x37,1.7500576353293473
8,10,x38,2.5116415634705387
8,10,x39,1.7225597932731826
8,30,x00,2.701671965536879
8,30,x01,1.2802158848040104
8,30,x02,2.727826719531031
8,30,x03,3.3341998339984436
8,30,x04,1.2652795768127811
8,30,x05,6.26628811982008
8,30,x06,2.8350936198240535
8,30,x07,3.701704894502556
8,30,x08,1.811091860104733
8,30,x09,3.9882386262871763
8,30,x10,2.066493388448862
8,30,x11,2.826504309672399
8,30,x12,2.721856887448466
8,30,x13,1.9403502613341952
8,30,x14,2.1457807733745375
8,30,x15,1.2303111651298473
8,30,x16,1.9346237264742483
8,30,x17,4.1271603067018745
8,30,x18,4.90367126684148
8,30,x19,2.806461049529386
8,30,x20,2.022432114043553
8,30,x21,3.1308488024078063
8,30,x22,2.420365931517126
8,30,x23,1.7268193332142736
8,30,x24,3.471987682480957
8,30,x25,2.4407208829637415
8,30,x26,2.2464913896069496
8,30,x27,2.617103875045091
8,30,x28,2.7901368844647325
8,30,x29,1.143854976108955
8,30,x30,2.7195074348266903
8,30,x31,1.8962307770938704
8,30,x32,1.8466387011560055
8,30,x33,2.7041840839135354
8,30,x34,2.454080709019298
8,30,x35,1.2338921036950512
8,30,x36,1.651707430888199
8,30,x37,1.4524137053698252
8,30,x38,1.557357995545699
8,30,x39,1.8584009504615535
8,100,x00,3.0438459930500295
8,100,x01,1.3542975754844229
8,100,x02,3.757374014079091
8,100,x03,3.8251778094276485
8,100,x04,1.6676589737889356
8,100,x05,6.0315700062237925
8,100,x06,1.5942744630843266
8,100,x07,3.434906394639433
8,100,x08,1.7241677882945612
8,100,x09,4.214544775347301
8,100,x10,2.6768379994285803
8,100,x11,2.2909729943540698
8,100,x12,2.4469279746275383
8,100,x13,1.9463550246287848
8,100,x14,2.583158725380598
8,100,x15,1.9274875862316947
8,100,x16,1.3844246780642562
8,100,x17,3.2325506030689097
8,100,x18,5.485511782861476
8,100,x19,2.7087625723865867
8,100,x20,1.7872992542641088
8,100,x21,2.7790719914464828
8,100,x22,2.745494513266297
8,100,x23,2.7713330284620796
8,100,x24,3.9528491441741376
8,100,x25,2.7641145645297223
8,100,x26,2.622816412397627
8,100,x27,2.7744698858965844
8,100,x28,2.231662463158962
8,100,x29,1.1632476408953714
8,100,x30,2.3009615817952804
8,100,x31,0.9141177718087579
8,100,x32,1.497338872022065
8,100,x33,1.827311892756018
8,100,x34,1.7818771694079207
8,100,x35,1.1775895255984057
8,100,x36,1.4553253734815441
8,100,x37,2.187486338577603
8,100,x38,1.6803443848027975
8,100,x39,2.2544804568062076
